"No.","Time","Source","Destination","Protocol","Info","Length"
"2702","208.817038","140.82.113.4","192.168.6.68","TCP","443  >  53079 [FIN, ACK] Seq=218563 Ack=18998 Win=132096 Len=0","54"
"2703","208.817764","192.168.6.68","140.82.113.4","TCP","53079  >  443 [ACK] Seq=18998 Ack=218564 Win=130816 Len=0","54"
"2704","208.817947","192.168.6.68","140.82.113.4","TLSv1.3","Application Data","78"
"2705","208.818016","192.168.6.68","140.82.113.4","TCP","53079  >  443 [RST, ACK] Seq=19022 Ack=218564 Win=0 Len=0","54"
"2706","209.225648","3e:b8:bf:50:dc:ac","Intel_2d:cd:b9","ARP","Who has 192.168.6.68? Tell 192.168.6.72","42"
"2707","209.225695","Intel_2d:cd:b9","3e:b8:bf:50:dc:ac","ARP","192.168.6.68 is at b0:7d:64:2d:cd:b9","42"
"2708","209.267836","52.96.165.242","192.168.6.68","TLSv1.2","Application Data","101"
"2709","209.311150","192.168.6.68","52.96.165.242","TCP","52279  >  443 [ACK] Seq=4098 Ack=1668 Win=250 Len=0","54"
"2710","213.434729","140.82.113.26","192.168.6.68","TLSv1.2","Application Data","80"
"2711","213.436059","192.168.6.68","140.82.113.26","TLSv1.2","Application Data","84"
"2712","213.632231","140.82.113.26","192.168.6.68","TCP","443  >  52355 [ACK] Seq=397 Ack=924 Win=85 Len=0","54"
"2713","213.833962","192.168.6.68","35.190.80.1","TCP","[TCP Keep-Alive] 52690  >  443 [ACK] Seq=1 Ack=1 Win=250 Len=1","55"
"2714","214.040846","35.190.80.1","192.168.6.68","TCP","[TCP Keep-Alive ACK] 443  >  52690 [ACK] Seq=1 Ack=2 Win=1043 Len=0 SLE=1 SRE=2","66"
"2715","214.040846","140.82.113.5","192.168.6.68","TLSv1.3","Application Data","93"
"2716","214.040846","140.82.113.5","192.168.6.68","TLSv1.3","Application Data","78"
"2717","214.041475","192.168.6.68","140.82.113.5","TCP","53085  >  443 [ACK] Seq=8698 Ack=6829 Win=64256 Len=0","54"
"2718","214.042583","192.168.6.68","140.82.113.5","TCP","53085  >  443 [RST, ACK] Seq=8698 Ack=6829 Win=0 Len=0","54"
"2719","214.096814","52.96.109.130","192.168.6.68","TLSv1.2","Application Data","95"
"2720","214.106954","192.168.6.68","52.96.109.130","TLSv1.2","Application Data","89"
"2721","214.107081","192.168.6.68","52.96.109.130","TLSv1.2","Application Data","89"
"2722","214.242226","52.96.109.130","192.168.6.68","TCP","443  >  52365 [ACK] Seq=452 Ack=771 Win=254 Len=0","54"
"2723","217.929557","ChongqingFug_4c:99:c5","Broadcast","ARP","Who has 192.168.6.68? Tell 192.168.6.214","60"
"2724","217.929662","Intel_2d:cd:b9","ChongqingFug_4c:99:c5","ARP","192.168.6.68 is at b0:7d:64:2d:cd:b9","42"
"2725","217.943683","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=1/256, ttl=64 (no response found!)","98"
"2726","217.945639","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=2/512, ttl=64 (no response found!)","98"
"2727","217.945639","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=3/768, ttl=64 (no response found!)","98"
"2728","217.946207","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=4/1024, ttl=64 (no response found!)","98"
"2729","217.946207","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=5/1280, ttl=64 (no response found!)","98"
"2730","217.947531","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=6/1536, ttl=64 (no response found!)","98"
"2731","217.948843","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=7/1792, ttl=64 (no response found!)","98"
"2732","217.948843","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=8/2048, ttl=64 (no response found!)","98"
"2733","217.967787","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=9/2304, ttl=64 (no response found!)","98"
"2734","218.344528","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=10/2560, ttl=64 (no response found!)","98"
"2735","218.369438","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=11/2816, ttl=64 (no response found!)","98"
"2736","218.385422","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=12/3072, ttl=64 (no response found!)","98"
"2737","218.396421","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=13/3328, ttl=64 (no response found!)","98"
"2738","218.417302","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=14/3584, ttl=64 (no response found!)","98"
"2739","218.429130","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=15/3840, ttl=64 (no response found!)","98"
"2740","218.446256","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=16/4096, ttl=64 (no response found!)","98"
"2741","218.467351","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=17/4352, ttl=64 (no response found!)","98"
"2742","218.480134","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=18/4608, ttl=64 (no response found!)","98"
"2743","218.502961","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=19/4864, ttl=64 (no response found!)","98"
"2744","218.515608","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=20/5120, ttl=64 (no response found!)","98"
"2745","218.568628","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=21/5376, ttl=64 (no response found!)","98"
"2746","218.585743","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=22/5632, ttl=64 (no response found!)","98"
"2747","218.598012","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=23/5888, ttl=64 (no response found!)","98"
"2748","218.620383","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=24/6144, ttl=64 (no response found!)","98"
"2749","218.641999","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=25/6400, ttl=64 (no response found!)","98"
"2750","218.655241","192.168.6.68","107.167.96.30","TCP","[TCP Keep-Alive] 53080  >  443 [ACK] Seq=3036 Ack=3528 Win=65135 Len=1","55"
"2751","218.661375","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=26/6656, ttl=64 (no response found!)","98"
"2752","218.681049","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=27/6912, ttl=64 (no response found!)","98"
"2753","218.684920","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=28/7168, ttl=64 (no response found!)","98"
"2754","218.700313","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=29/7424, ttl=64 (no response found!)","98"
"2755","218.715922","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=30/7680, ttl=64 (no response found!)","98"
"2756","218.734271","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=31/7936, ttl=64 (no response found!)","98"
"2757","218.754604","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=32/8192, ttl=64 (no response found!)","98"
"2758","218.774506","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=33/8448, ttl=64 (no response found!)","98"
"2759","218.779555","107.167.96.30","192.168.6.68","TCP","[TCP Keep-Alive ACK] 443  >  53080 [ACK] Seq=3528 Ack=3037 Win=41582 Len=0","54"
"2760","218.797035","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=34/8704, ttl=64 (no response found!)","98"
"2761","218.827301","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=35/8960, ttl=64 (no response found!)","98"
"2762","218.847870","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=36/9216, ttl=64 (no response found!)","98"
"2763","218.859899","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=37/9472, ttl=64 (no response found!)","98"
"2764","218.878378","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=38/9728, ttl=64 (no response found!)","98"
"2765","218.890153","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=39/9984, ttl=64 (no response found!)","98"
"2766","218.904583","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=40/10240, ttl=64 (no response found!)","98"
"2767","218.921125","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=41/10496, ttl=64 (no response found!)","98"
"2768","218.950031","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=42/10752, ttl=64 (no response found!)","98"
"2769","218.963209","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=43/11008, ttl=64 (no response found!)","98"
"2770","218.981294","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=44/11264, ttl=64 (no response found!)","98"
"2771","219.000743","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=45/11520, ttl=64 (no response found!)","98"
"2772","219.023514","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=46/11776, ttl=64 (no response found!)","98"
"2773","219.034147","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=47/12032, ttl=64 (no response found!)","98"
"2774","219.058762","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=48/12288, ttl=64 (no response found!)","98"
"2775","219.069596","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=49/12544, ttl=64 (no response found!)","98"
"2776","219.083618","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=50/12800, ttl=64 (no response found!)","98"
"2777","219.126146","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=51/13056, ttl=64 (no response found!)","98"
"2778","219.138372","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=52/13312, ttl=64 (no response found!)","98"
"2779","219.158895","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=53/13568, ttl=64 (no response found!)","98"
"2780","219.180108","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=54/13824, ttl=64 (no response found!)","98"
"2781","219.190986","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=55/14080, ttl=64 (no response found!)","98"
"2782","219.210251","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=56/14336, ttl=64 (no response found!)","98"
"2783","219.236160","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=57/14592, ttl=64 (no response found!)","98"
"2784","219.247100","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=58/14848, ttl=64 (no response found!)","98"
"2785","219.262070","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=59/15104, ttl=64 (no response found!)","98"
"2786","219.273697","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=60/15360, ttl=64 (no response found!)","98"
"2787","219.292423","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=61/15616, ttl=64 (no response found!)","98"
"2788","219.314078","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=62/15872, ttl=64 (no response found!)","98"
"2789","219.335972","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=63/16128, ttl=64 (no response found!)","98"
"2790","219.357088","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=64/16384, ttl=64 (no response found!)","98"
"2791","219.370814","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=65/16640, ttl=64 (no response found!)","98"
"2792","219.383737","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=66/16896, ttl=64 (no response found!)","98"
"2793","219.397103","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=67/17152, ttl=64 (no response found!)","98"
"2794","219.415713","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=68/17408, ttl=64 (no response found!)","98"
"2795","219.437355","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=69/17664, ttl=64 (no response found!)","98"
"2796","219.453420","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=70/17920, ttl=64 (no response found!)","98"
"2797","219.471939","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=71/18176, ttl=64 (no response found!)","98"
"2798","219.484471","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=72/18432, ttl=64 (no response found!)","98"
"2799","219.500788","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=73/18688, ttl=64 (no response found!)","98"
"2800","219.520997","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=74/18944, ttl=64 (no response found!)","98"
"2801","219.530901","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=75/19200, ttl=64 (no response found!)","98"
"2802","219.594777","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=76/19456, ttl=64 (no response found!)","98"
"2803","219.611058","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=77/19712, ttl=64 (no response found!)","98"
"2804","219.624607","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=78/19968, ttl=64 (no response found!)","98"
"2805","219.671165","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=79/20224, ttl=64 (no response found!)","98"
"2806","219.680035","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=80/20480, ttl=64 (no response found!)","98"
"2807","219.978978","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=81/20736, ttl=64 (no response found!)","98"
"2808","219.979886","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=82/20992, ttl=64 (no response found!)","98"
"2809","219.980651","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=83/21248, ttl=64 (no response found!)","98"
"2810","219.981207","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=84/21504, ttl=64 (no response found!)","98"
"2811","219.982000","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=85/21760, ttl=64 (no response found!)","98"
"2812","219.983530","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=86/22016, ttl=64 (no response found!)","98"
"2813","219.984792","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=87/22272, ttl=64 (no response found!)","98"
"2814","219.987451","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=88/22528, ttl=64 (no response found!)","98"
"2815","220.031931","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=89/22784, ttl=64 (no response found!)","98"
"2816","220.063340","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=90/23040, ttl=64 (no response found!)","98"
"2817","220.069364","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=91/23296, ttl=64 (no response found!)","98"
"2818","220.108449","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=92/23552, ttl=64 (no response found!)","98"
"2819","220.120964","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=93/23808, ttl=64 (no response found!)","98"
"2820","220.133839","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=94/24064, ttl=64 (no response found!)","98"
"2821","220.156666","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=95/24320, ttl=64 (no response found!)","98"
"2822","220.173742","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=96/24576, ttl=64 (no response found!)","98"
"2823","220.193523","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=97/24832, ttl=64 (no response found!)","98"
"2824","220.258875","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=98/25088, ttl=64 (no response found!)","98"
"2825","220.282777","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=99/25344, ttl=64 (no response found!)","98"
"2826","220.316045","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=100/25600, ttl=64 (no response found!)","98"
"2827","220.377067","192.168.6.68","185.199.111.154","TCP","[TCP Keep-Alive] 53015  >  443 [ACK] Seq=6154 Ack=575284 Win=261888 Len=1","55"
"2828","220.476259","185.199.111.154","192.168.6.68","TCP","[TCP Keep-Alive ACK] 443  >  53015 [ACK] Seq=575284 Ack=6155 Win=164864 Len=0 SLE=6154 SRE=6155","66"
"2829","220.537709","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=101/25856, ttl=64 (no response found!)","98"
"2830","220.548911","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=102/26112, ttl=64 (no response found!)","98"
"2831","220.601384","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=103/26368, ttl=64 (no response found!)","98"
"2832","220.625135","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=104/26624, ttl=64 (no response found!)","98"
"2833","220.648689","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=105/26880, ttl=64 (no response found!)","98"
"2834","220.674128","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=106/27136, ttl=64 (no response found!)","98"
"2835","220.707669","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=107/27392, ttl=64 (no response found!)","98"
"2836","220.741107","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=108/27648, ttl=64 (no response found!)","98"
"2837","220.755407","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=109/27904, ttl=64 (no response found!)","98"
"2838","220.793233","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=110/28160, ttl=64 (no response found!)","98"
"2839","220.795801","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=111/28416, ttl=64 (no response found!)","98"
"2840","220.802277","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=112/28672, ttl=64 (no response found!)","98"
"2841","220.824080","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=113/28928, ttl=64 (no response found!)","98"
"2842","220.845537","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=114/29184, ttl=64 (no response found!)","98"
"2843","220.865836","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=115/29440, ttl=64 (no response found!)","98"
"2844","220.887191","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=116/29696, ttl=64 (no response found!)","98"
"2845","220.907656","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=117/29952, ttl=64 (no response found!)","98"
"2846","220.922660","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=118/30208, ttl=64 (no response found!)","98"
"2847","220.938427","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=119/30464, ttl=64 (no response found!)","98"
"2848","220.958996","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=120/30720, ttl=64 (no response found!)","98"
"2849","220.970400","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=121/30976, ttl=64 (no response found!)","98"
"2850","220.988361","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=122/31232, ttl=64 (no response found!)","98"
"2851","221.007479","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=123/31488, ttl=64 (no response found!)","98"
"2852","221.020184","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=124/31744, ttl=64 (no response found!)","98"
"2853","221.042030","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=125/32000, ttl=64 (no response found!)","98"
"2854","221.057611","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=126/32256, ttl=64 (no response found!)","98"
"2855","221.082727","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=127/32512, ttl=64 (no response found!)","98"
"2856","221.105729","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=128/32768, ttl=64 (no response found!)","98"
"2857","221.117255","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=129/33024, ttl=64 (no response found!)","98"
"2858","221.155094","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=130/33280, ttl=64 (no response found!)","98"
"2859","221.174384","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=131/33536, ttl=64 (no response found!)","98"
"2860","221.195183","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=132/33792, ttl=64 (no response found!)","98"
"2861","221.208104","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=133/34048, ttl=64 (no response found!)","98"
"2862","221.227728","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=134/34304, ttl=64 (no response found!)","98"
"2863","221.250171","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=135/34560, ttl=64 (no response found!)","98"
"2864","221.259942","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=136/34816, ttl=64 (no response found!)","98"
"2865","221.279394","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=137/35072, ttl=64 (no response found!)","98"
"2866","221.301821","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=138/35328, ttl=64 (no response found!)","98"
"2867","221.301821","52.96.165.242","192.168.6.68","TLSv1.2","Application Data","101"
"2868","221.324871","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=139/35584, ttl=64 (no response found!)","98"
"2869","221.340179","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=140/35840, ttl=64 (no response found!)","98"
"2870","221.353030","192.168.6.68","52.96.165.242","TCP","52279  >  443 [ACK] Seq=4098 Ack=1715 Win=255 Len=0","54"
"2871","221.360180","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=141/36096, ttl=64 (no response found!)","98"
"2872","221.371742","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=142/36352, ttl=64 (no response found!)","98"
"2873","221.393101","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=143/36608, ttl=64 (no response found!)","98"
"2874","221.413216","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=144/36864, ttl=64 (no response found!)","98"
"2875","221.422706","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=145/37120, ttl=64 (no response found!)","98"
"2876","221.437483","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=146/37376, ttl=64 (no response found!)","98"
"2877","221.471769","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=147/37632, ttl=64 (no response found!)","98"
"2878","221.482385","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=148/37888, ttl=64 (no response found!)","98"
"2879","221.509010","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=149/38144, ttl=64 (no response found!)","98"
"2880","221.555666","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=150/38400, ttl=64 (no response found!)","98"
"2881","221.922761","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=151/38656, ttl=64 (no response found!)","98"
"2882","221.923409","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=152/38912, ttl=64 (no response found!)","98"
"2883","221.923701","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=153/39168, ttl=64 (no response found!)","98"
"2884","221.924343","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=154/39424, ttl=64 (no response found!)","98"
"2885","221.927771","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=155/39680, ttl=64 (no response found!)","98"
"2886","221.940897","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=156/39936, ttl=64 (no response found!)","98"
"2887","221.955092","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=157/40192, ttl=64 (no response found!)","98"
"2888","221.971448","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=158/40448, ttl=64 (no response found!)","98"
"2889","221.992411","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=159/40704, ttl=64 (no response found!)","98"
"2890","222.002300","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=160/40960, ttl=64 (no response found!)","98"
"2891","222.105441","192.168.6.68","107.167.96.31","TCP","[TCP Keep-Alive] 53092  >  443 [ACK] Seq=3308 Ack=3330 Win=65335 Len=1 [TCP PDU reassembled in 2369]","55"
"2892","222.130008","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=161/41216, ttl=64 (no response found!)","98"
"2893","222.139976","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=162/41472, ttl=64 (no response found!)","98"
"2894","222.176917","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=163/41728, ttl=64 (no response found!)","98"
"2895","222.198589","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=164/41984, ttl=64 (no response found!)","98"
"2896","222.217196","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=165/42240, ttl=64 (no response found!)","98"
"2897","222.243106","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=166/42496, ttl=64 (no response found!)","98"
"2898","222.262198","192.168.6.214","192.168.6.68","ICMP","Echo (ping) request  id=0x3f9a, seq=167/42752, ttl=64 (no response found!)","98"
